name,genres,features,rating,price
Oddworld: Abe's Exoddus Demo,Adventure,Game demo,N/A,Free
Oddworld: Abe's Oddysee Demo,Adventure,Game demo,N/A,Free
Oddworld: Munch's Oddysee,"Action, Adventure, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$4.99
Oddworld: Stranger's Wrath HD,"Action, Adventure, Strategy","Single-player, Steam Achievements, Family Sharing",N/A,$9.99
Planet Busters,"Indie, Casual","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",N/A,$9.99
Planet Busters Demo,Casual,Game demo,N/A,Free
7 Wonders II,Casual,"Single-player, Family Sharing",N/A,$9.99
Luxor Amun Rising,Casual,"Single-player, Family Sharing",N/A,$9.99
Luxor 2,Casual,"Single-player, Family Sharing",N/A,$9.99
Luxor 3,Casual,"Single-player, Family Sharing",N/A,$9.99
The Office,Casual,"Single-player, Family Sharing",N/A,N/A
Little Farm,Casual,"Single-player, Family Sharing",N/A,$9.99
Luxor,Casual,"Single-player, Family Sharing",N/A,$9.99
Money Tree,Casual,"Single-player, Family Sharing",N/A,N/A
Elf Bowling: Hawaiian Vacation,Casual,"Single-player, Multi-player, Family Sharing",N/A,N/A
Dangerous Waters,Strategy,"Single-player, Multi-player, Family Sharing",82,$2.99
Discovery! A Seek and Find Adventure,Casual,"Single-player, Family Sharing",N/A,$9.99
Samantha Swift and the Hidden Roses of Athena,Casual,"Single-player, Family Sharing",N/A,$9.99
7 Wonders: Treasures of Seven,Casual,"Single-player, Family Sharing",N/A,$9.99
Luxor: Quest for the Afterlife,Casual,"Single-player, Family Sharing",N/A,$9.99
Samantha Swift and the Golden Touch,Casual,"Single-player, Family Sharing",N/A,$9.99
Gemsweeper,Casual,"Single-player, Family Sharing",N/A,N/A
Space Empires IV Deluxe,Strategy,"Single-player, Multi-player, Family Sharing",79,$9.99
Virtual Villagers: A New Home,"Casual, Simulation","Single-player, Family Sharing",N/A,$9.99
Virtual Villagers: The Lost Children,"Casual, Simulation","Single-player, Family Sharing",N/A,$9.99
Plant Tycoon,"Casual, Simulation","Single-player, Family Sharing",N/A,$9.99
Fish Tycoon,"Casual, Simulation","Single-player, Family Sharing",N/A,$9.99
Virtual Villagers: A New Home Demo,"Casual, Simulation","Single-player, Game demo",N/A,Free
Virtual Villagers: The Lost Children Demo,"Casual, Simulation","Single-player, Game demo",N/A,Free
Plant Tycoon Demo,"Casual, Simulation","Single-player, Game demo",N/A,Free
Fish Tycoon Demo,"Casual, Simulation","Single-player, Game demo",N/A,Free
Virtual Villagers - The Secret City,"Casual, Simulation","Single-player, Family Sharing",N/A,$9.99
Virtual Villagers - The Secret City Demo,"Casual, Simulation","Single-player, Game demo",N/A,Free
Jagged Alliance 2 Gold,Strategy,"Single-player, Family Sharing",N/A,$19.99
Virtual Families,"Casual, Simulation","Single-player, Family Sharing",N/A,$9.99
Virtual Families Demo,"Casual, Simulation","Single-player, Game demo",N/A,Free
Disciples II: Rise of the Elves ,Strategy,"Single-player, Multi-player, Co-op, Family Sharing",80,$1.19
Everyday Shooter,"Indie, Casual","Single-player, Partial Controller Support, Family Sharing",77,$9.99
Disciples II: Gallean's Return,Strategy,"Single-player, Multi-player, Co-op, Family Sharing",84,$1.19
F.E.A.R.2: Project Origin Demo,Action,"Single-player, Game demo",79,Free
F.E.A.R. 2: Project Origin,Action,"Single-player, Multi-player, Family Sharing",79,$14.99
Chaos Theory,"Casual, Indie","Single-player, Steam Achievements, Family Sharing",N/A,$2.99
Chaos Theory Demo,"Casual, Indie","Single-player, Game demo",N/A,Free
Trials 2: Second Edition,"Indie, Racing, Sports","Single-player, Multi-player, Steam Achievements, Family Sharing",N/A,$9.99
Trials 2: Second Edition Demo,"Racing, Sports, Indie","Single-player, Game demo",N/A,Free
Monster Trucks Nitro ,"Indie, Racing, Sports","Single-player, Family Sharing",N/A,$19.99
Monster Trucks Nitro Demo,"Racing, Indie, Sports","Single-player, Game demo",N/A,Free
Iron Warriors: T - 72 Tank Command ,Strategy,"Single-player, Multi-player, Family Sharing",56,$5.99
Stronghold Crusader Extreme,Strategy,"Single-player, Multi-player, Family Sharing",N/A,N/A
Insecticide Part 1,"Action, Adventure","Single-player, Family Sharing",65,$3.99
Velvet Assassin,Action,"Single-player, Partial Controller Support, Family Sharing",61,$5.99
Legendary,Action,"Single-player, Family Sharing",50,$5.99
Sid Meier's Civilization IV: Colonization,Strategy,"Single-player, Multi-player, Family Sharing",83,$19.99
Civilization V - Cradle of Civilization Map Pack: Mediterranean,Strategy,"Single-player, Downloadable Content, Steam Achievements, Steam Cloud, Family Sharing",N/A,$2.99
Sid Meier's Civilization V: Gods and Kings,Strategy,"Single-player, Multi-player, Downloadable Content, Steam Achievements, Steam Cloud, Family Sharing",N/A,$29.99
Space Empires V,Strategy,"Single-player, Multi-player, Family Sharing",68,$14.99
GROUND BRANCH,"Action, Indie, Simulation, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Partial Controller Support, Family Sharing",N/A,$29.99
Arx Fatalis,RPG,"Single-player, Family Sharing",77,$4.99
Global Agenda: Free Agent,"Action, Free To Play, Massively Multiplayer, RPG","Multi-player, MMO",70,Free
Tribes: Ascend,"Action, Free To Play","Multi-player, Co-op",86,Free
Arx Fatalis Demo,RPG,"Single-player, Game demo",77,Free
Children of the Nile: Enhanced Edition,"Strategy, Simulation","Single-player, Steam Achievements, Family Sharing",75,$7.99
Children of the Nile: Enhanced Edition Demo,"Simulation, Strategy","Single-player, Game demo",75,Free
Children of the Nile: Alexandria,"Strategy, Simulation","Single-player, Steam Achievements, Family Sharing",N/A,$2.49
Hinterland,"RPG, Strategy","Single-player, Steam Achievements, Family Sharing",65,$9.99
Mosby's Confederacy,Strategy,"Single-player, Steam Achievements, Family Sharing",N/A,$9.99
Crysis Warhead,Action,"Single-player, Family Sharing",84,$19.99
Crysis Warhead,Action,"Single-player, Family Sharing",84,$19.99
SPORE,"Action, Adventure, Casual, RPG, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing",84,$19.99
Mirror's Edge,"Action, Adventure","Single-player, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing",81,$19.99
Warhammer Online: Age of Reckoning,"RPG, Massively Multiplayer","MMO, Family Sharing",86,N/A
SPORE Creepy & Cute Parts Pack,Simulation,"Single-player, Family Sharing",53,$19.99
Mass Effect (2007),"Action, RPG","Single-player, Family Sharing",89,$29.99
Dead Space (2008),"Action, Adventure","Single-player, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",87,$19.99
Command & Conquer Red Alert 3,"Action, Strategy","Single-player, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",82,N/A
Zombie Panic! Source,"Action, Adventure, Casual, Indie, Free To Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Mods, Mods (require HL2), Steam Achievements, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Includes Source SDK",N/A,Free
Age of Chivalry,Indie,"Multi-player, Co-op, Mods, Mods (require HL2), Steam Achievements",N/A,Free
Synergy,"Action, Free To Play","Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Mods, Mods (require HL2), Captions available, Steam Workshop, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Includes Source SDK",N/A,Free
D.I.P.R.I.P. Warm Up,"Action, Indie, Racing","Multi-player, Mods, Mods (require HL2), Steam Achievements",N/A,Free
Eternal Silence,Action,"Multi-player, Mods (require HL2)",N/A,Free
"Pirates, Vikings, and Knights II","Action, Free To Play, Indie","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Mods, Steam Achievements, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Includes Source SDK",N/A,Free
Dystopia,"Action, Free To Play, Indie","Multi-player, PvP, Online PvP, Mods (require HL2), Steam Achievements, Steam Cloud, Stats",N/A,Free
INSURGENCY: Modern Infantry Combat,Action,"Multi-player, Mods, Mods (require HL2), Valve Anti-Cheat enabled",N/A,Free
Nuclear Dawn,"Action, Strategy","Multi-player, PvP, Online PvP, LAN PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Family Sharing",71,$9.99
Smashball,"Action, Sports","Multi-player, Mods, Mods (require HL2)",N/A,Free
Empires Mod,"Action, Free To Play, Strategy","Multi-player, PvP, Online PvP, LAN PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Includes level editor, Includes Source SDK",N/A,Free
Obsidian Conflict,"Action, Adventure, Casual, Free To Play, Indie","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Captions available, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Includes Source SDK",N/A,N/A
SpellForce 2 - Shadow Wars,"RPG, RPG, RPG, RPG, RPG, RPG, RPG, RPG, RPG, RPG, RPG, RPG, RPG","Single-player, Family Sharing",N/A,N/A
SpellForce 2 - Dragon Storm,RPG,"Single-player, Family Sharing",N/A,N/A
"Precipice of Darkness, Episode One","Adventure, RPG","Single-player, Steam Achievements, Family Sharing",N/A,$7.99
"Precipice of Darkness, Episode One Demo","Adventure, RPG","Single-player, Game demo",N/A,Free
"Precipice of Darkness, Episode Two","Adventure, RPG","Single-player, Steam Achievements, Family Sharing",N/A,$7.99
"Precipice of Darkness, Episode Two Demo","Adventure, RPG",Game demo,N/A,Free
DeathSpank,"Action, Indie, RPG","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",77,$14.99
DeathSpank: Thongs of Virtue,"Action, Indie, RPG","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",78,$14.99
The Baconing,"Action, Adventure, RPG","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",63,$14.99
The Baconing DLC - Roesha  One Bad Mutha Co-op Character,"Action, Adventure, RPG","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$1.99
Shattered Horizon: Arconauts,N/A,Family Sharing,N/A,N/A
Shattered Horizon,"Action, Indie","Single-player, Multi-player, Valve Anti-Cheat enabled, Family Sharing",72,N/A
Unstoppable Gorg,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",73,$9.99
Spectraball,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$4.99
Source Filmmaker,"Animation & Modeling, Video Production",Steam Workshop,N/A,Free
Crazy Machines 2,"Casual, Strategy","Single-player, Steam Trading Cards, Family Sharing",72,$9.99
Crazy Machines,"Casual, Strategy","Single-player, Family Sharing",78,$9.99
Crazy Machines 1.5,"Casual, Strategy","Single-player, Family Sharing",78,$9.99
Crazy Machines 2: Back to the Shop Add-On,"Casual, Strategy","Single-player, Downloadable Content, Family Sharing",N/A,$4.99
Crazy Machines 1.5,"Casual, Strategy","Single-player, Family Sharing",78,$9.99
Crazy Machines 1.5,"Casual, Strategy","Single-player, Family Sharing",78,$9.99
Helldorado,Strategy,"Single-player, Family Sharing",65,$9.99
Mata Hari,Adventure,"Single-player, Family Sharing",63,$9.99
Defense Grid: The Awakening,"Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing",81,$9.99
Defense Grid: The Awakening Demo,"Strategy, Indie","Single-player, Game demo",81,Free
Defense Grid: Resurgence Map Pack 3,"Strategy, Indie","Single-player, Downloadable Content, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",N/A,$0.99
Mayhem Intergalactic,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Family Sharing",N/A,$9.99
Mayhem Intergalactic Demo,Strategy,"Single-player, Multi-player, Game demo",N/A,Free
And Yet It Moves,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",75,$3.39
And Yet It Moves Demo,"Action, Indie","Single-player, Game demo, Partial Controller Support",75,Free
Zero Gear Demo,"Action, Indie, Racing, Sports",Game demo,N/A,Free
Zero Gear,"Action, Indie, Racing, Sports","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Family Sharing",N/A,$4.99
Earth 2160,Strategy,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Family Sharing",73,$9.99
Silent Hill Homecoming,Adventure,"Single-player, Family Sharing",64,$39.99
Puzzle Chronicles,"Casual, RPG","Single-player, Multi-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",N/A,$9.99
Rocket Knight,"Action, Adventure","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",63,$14.99
Rocket Knight Demo,"Action, Adventure",Game demo,63,Free
Biozone,"Action, Adventure, Casual","Single-player, Family Sharing",N/A,$9.99
Two Worlds,RPG,"Single-player, Multi-player, Family Sharing",N/A,N/A
Tank Universal,"Action, Indie","Single-player, Steam Achievements, Family Sharing",N/A,$4.99
Tank Universal Demo,"Action, Indie",Game demo,N/A,Free
Two Worlds Epic Edition,RPG,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Partial Controller Support, Family Sharing",65,$14.99
Space Ark,"Action, Indie, Casual","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",N/A,$4.99
Eternity's Child,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Includes level editor, Family Sharing",N/A,$4.99
Eternity's Child Demo,"Indie, Adventure",Game demo,N/A,Free
Alice: Madness Returns,"Action, Adventure","Single-player, Partial Controller Support, Family Sharing",75,$9.99
Brothers in Arms: Earned in Blood,Action,"Single-player, Family Sharing",84,$9.99
The Sum of All Fears,Action,"Single-player, Multi-player, Family Sharing",72,$9.99
Tom Clancy's Rainbow Six 3 Gold,Action,"Single-player, Family Sharing",85,$9.99
Far Cry 2,Action,"Single-player, Multi-player, Family Sharing",85,$2.49
Prince of Persia,"Action, Adventure","Single-player, Family Sharing",82,$1.99
Team Fortress Classic,Action,"Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Valve Anti-Cheat enabled, Remote Play Together, Family Sharing",N/A,$4.99
Quantum Conundrum,"Casual, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",77,$8.99
Global Ops: Commando Libya,Action,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Family Sharing",37,$0.99
Hard Reset Demo,"Action, Indie","Single-player, Game demo, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards",73,Free
Nancy Drew: Shadow at the Water's Edge,Adventure,"Single-player, Family Sharing",N/A,$19.99
Puzzler World 2,"Casual, Indie, Strategy","Single-player, Family Sharing",N/A,$4.99
Battle Chess: Game of Kings,"Casual, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Family Sharing",N/A,$29.99
Worms Revolution,Strategy,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",73,$14.99
Sideway New York,"Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",71,$9.99
Realm of the Mad God Exalt,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free To Play","Multi-player, MMO, Co-op, Online Co-op, In-App Purchases, Stats",82,Free
Off-Road Drive,"Racing, Simulation","Single-player, Multi-player, Steam Cloud, Family Sharing",60,$4.99
